task_name,feedback_loop,directive,task_iteration,validation,learning,filtered
calculate potential energy savings by comparing estimated energy consumption of proposed design to baseline standards.,0.0,0.0,0.0,0.0,0.5476190476190477,0.4523809523809524
"calculate potential solar resources or solar array production for a particular site considering issues such as climate, shading, and roof orientation.",0.0,0.0,0.0,0.0,0.0,1.0
"calculate premiums, refunds, commissions, adjustments, and new reserve requirements, using insurance rate standards.",0.0,0.0,0.0,0.0,0.0,1.0
calculate required capacities for equipment of proposed system to obtain specified performance and submit data to engineering personnel for approval.,0.0,0.0,0.0,0.0,0.4,0.6
"calculate revenue, sales, and expenses, using financial accounting or spreadsheet software.",0.0,0.0,0.0,0.0,0.0,1.0
"calculate test result values, using standard formulas.",0.0639097744360902,0.5300751879699248,0.112781954887218,0.0,0.225563909774436,0.0676691729323308
"calculate, prepare, and issue bills, invoices, account statements, and other financial statements according to established procedures.",0.0,0.0,0.0,0.0,0.0,1.0
"calculate, review, and correct errors on interest, principal, payment, and closing costs, using computers or calculators.",0.0,0.3647058823529411,0.2470588235294117,0.0,0.3058823529411765,0.0823529411764705
calibrate data collection equipment.,0.0,0.2,0.0,0.0,0.4352941176470588,0.3647058823529411
"calibrate liquid flow devices or meters, including fuel, chemical, and water meters.",0.0,0.0,0.0,0.0,0.0,1.0
"calibrate or adjust equipment to ensure quality production, using tools such as calipers, micrometers, height gauges, protractors, or ring gauges.",0.0,0.0,0.0,0.0,0.0,1.0
calibrate testing instruments and installed or repaired equipment to prescribed specifications.,0.0,0.0,0.0,0.0,0.4615384615384615,0.5384615384615384
calibrate testing instruments.,0.0,0.3013698630136986,0.1095890410958904,0.0,0.4794520547945205,0.1095890410958904
"calibrate, troubleshoot, or repair equipment and correct malfunctions as needed.",0.2666666666666666,0.0,0.0,0.0,0.4518518518518518,0.2814814814814815
"calibrate, validate, or maintain laboratory equipment.",0.0,0.0,0.0,0.0,0.4680851063829787,0.5319148936170213
"care for children or elderly persons by overseeing their activities, providing companionship, and assisting them with dressing, bathing, eating, and other needs.",0.0,0.359375,0.0,0.0,0.359375,0.28125
change dressings on wounds.,0.0,0.0,0.0,0.0,0.0,1.0
"change processes such as drying, grading, storing, or shipping to improve efficiency or profitability.",0.0,0.0,0.0,0.0,0.0,1.0
"check all layers of maps to ensure accuracy, identifying and marking errors and making corrections.",0.0,0.0,0.0,0.0,0.0,1.0
check and analyze operating system or application logfiles regularly to verify proper system performance.,0.0,0.0,0.0,0.0,0.0,1.0
"check completed work for spelling, grammar, punctuation, and format.",0.0,0.3081632653061224,0.3693877551020408,0.2632653061224489,0.0306122448979591,0.0285714285714285
"check computations of interest accrued, premiums due, and settlement surrender on loan values.",0.0,0.0,0.0,0.0,0.0,1.0
"check data input or verify totals on forms prepared by others to detect errors in arithmetic, data entry, or procedures.",0.0,0.0,0.0,0.7142857142857143,0.0,0.2857142857142857
"check electrical installation for proper wiring, polarity, grounding, or integrity of terminations.",0.0,0.0,0.0,0.0,0.4705882352941176,0.5294117647058824
check identification of customers to verify age requirements for purchase of alcohol.,0.0,0.0,0.0,0.0,0.0,1.0
check import or export documentation to determine cargo contents and use tariff coding system to classify goods according to fee or tariff group.,0.0,0.0,0.0,0.0,0.0,1.0
"check original texts or confer with authors to ensure that translations retain the content, meaning, and feeling of the original material.",0.0,0.1958041958041958,0.1818181818181818,0.2307692307692307,0.2867132867132867,0.1048951048951049
"check reference materials, such as books, news files, or public records, to obtain relevant facts.",0.0,0.0,0.0,0.0,0.6078431372549019,0.392156862745098
check the quality of raw or cooked food products to ensure that standards are met.,0.0,0.0,0.0,0.0,0.5757575757575758,0.4242424242424242
check translations of technical terms and terminology to ensure that they are accurate and remain consistent throughout translation revisions.,0.0,0.2025316455696202,0.0,0.2911392405063291,0.3417721518987341,0.1645569620253164
"choose subject matter and suitable form to express personal feelings and experiences or ideas, or to narrate stories or events.",0.0,0.4126213592233009,0.2621359223300971,0.0,0.2766990291262136,0.0485436893203883
classify and catalog items according to content and purpose.,0.0,0.3275862068965517,0.0,0.0,0.3275862068965517,0.3448275862068966
"classify, record, and summarize numerical and financial data to compile and keep financial records, using journals and ledgers or computers.",0.0,0.3425925925925926,0.1851851851851851,0.0,0.3518518518518518,0.1203703703703703
clean and disinfect domestic basements and other areas flooded by sewer stoppages.,0.0,0.0,0.0,0.0,0.4722222222222222,0.5277777777777778
"clean, cut, and cook meat, fish, or poultry.",0.0,0.0,0.0,0.0,0.0,1.0
coach client representatives in effective communication with the public or with employees.,0.0,0.0,0.4705882352941176,0.0,0.0,0.5294117647058824
coach senior executives and managers on leadership and performance.,0.0,0.0,0.4705882352941176,0.0,0.0,0.5294117647058824
"code, classify, and catalog books, publications, films, audio-visual aids, and other library materials based on subject matter or standard library classification systems.",0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
"code, evaluate, or interpret collected study data.",0.07380073800738,0.4317343173431734,0.1808118081180811,0.092250922509225,0.1845018450184501,0.03690036900369
collaborate in research studies.,0.0,0.0,0.0,0.0,0.320754716981132,0.6792452830188679
"collaborate with a manager or agent who handles administrative details, finds work, and negotiates contracts.",0.0,0.3050847457627119,0.6271186440677966,0.0,0.0,0.0677966101694915
collaborate with artists to achieve appropriate visual style.,0.0,0.273542600896861,0.5650224215246636,0.0,0.0,0.1614349775784753
collaborate with biologists and other professionals to conduct appropriate genetic and biochemical analyses.,0.0,0.0,0.0,0.0,0.4042553191489361,0.5957446808510638
collaborate with colleagues and community agencies to address teaching and research issues.,0.0,0.0,0.0,0.0,0.0,1.0
collaborate with colleagues to address teaching and research issues.,0.0,0.1401869158878504,0.4953271028037383,0.0,0.2523364485981308,0.1121495327102803
"collaborate with colleagues to exchange information, such as selling strategies or marketing information.",0.0,0.0,0.0,0.0,0.0,1.0
collaborate with computer manufacturers and other users to develop new programming methods.,0.0,0.0,0.0,0.0,0.84375,0.15625
"collaborate with electrical engineers or other personnel to identify, define, or solve developmental problems.",0.0,0.0,0.0,0.0,0.0,1.0
collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,0.2119700748129676,0.2119700748129676,0.3067331670822942,0.0,0.2244389027431421,0.0448877805486284
collaborate with field staff or customers to evaluate or diagnose problems and recommend possible solutions.,0.0,0.0,0.0,0.0,0.0,1.0
"collaborate with general dentists, specialists, and other health professionals to develop solutions to dental and oral health concerns.",0.0,0.0,0.0,0.0,0.0,1.0
"collaborate with graphic artists, editors and writers to produce master copies according to design specifications.",0.0,0.4565217391304347,0.4456521739130434,0.0,0.0,0.0978260869565217
"collaborate with investigators to prepare presentations or reports of clinical study procedures, results, and conclusions.",0.0,0.4,0.5454545454545454,0.0,0.0,0.0545454545454545
collaborate with management or users to develop e-commerce strategies and to integrate these strategies with web sites.,0.0,0.2612137203166227,0.3113456464379947,0.0,0.3430079155672823,0.0844327176781002
collaborate with other astronomers to carry out research projects.,0.0,0.4042553191489361,0.0,0.0,0.0,0.5957446808510638
"collaborate with other authorities on activities such as surveillance, transcription, and research.",0.0,0.0,0.0,0.0,0.0,1.0
collaborate with other health care professionals to develop and revise treatment plans based on identified needs and assessment data.,0.0,0.0,0.0,0.0,0.0,1.0
"collaborate with other managers or staff members to formulate and implement policies, procedures, goals, or objectives.",0.0,0.1390728476821192,0.5298013245033113,0.0,0.1655629139072847,0.1655629139072847
collaborate with other ministry members to establish goals and objectives for religious education programs or to develop ways to encourage program participation.,0.0,0.0,0.0,0.0,0.0,1.0
"collaborate with other personnel to plan and develop recipes or menus, taking into account such factors as seasonal availability of ingredients or the likely number of customers.",0.0,0.0,0.0,0.0,0.0,1.0
collaborate with other professionals to evaluate patients' medical or physical condition and to assess client needs.,0.0,0.0,0.0,0.0,0.0,1.0
"collaborate with other professionals, such as restorative dentists and orthodontists, to plan treatment.",0.0,0.0,0.0,0.0,0.0,1.0
"collaborate with other researchers in the planning, implementation, and evaluation of surveys.",0.0,0.0,0.0,0.0,0.0,1.0
"collaborate with other scientists in the design, development, and testing of experimental, industrial, or medical equipment, instrumentation, and procedures.",0.3717277486910995,0.1780104712041884,0.1989528795811518,0.0,0.1780104712041884,0.0732984293193717
"collaborate with other staff to assist in the development and implementation of goals, objectives, policies, or priorities.",0.0,0.0,0.6344086021505376,0.0,0.0,0.3655913978494624
"collaborate with other teachers and administrators in the development, evaluation, and revision of kindergarten programs.",0.0,0.0,0.0,0.0,0.0,1.0
"collaborate with other teachers and administrators in the development, evaluation, and revision of preschool programs.",0.0,0.2962962962962963,0.5370370370370371,0.0,0.0,0.1666666666666666
collaborate with other teachers and professionals in the development of instructional programs.,0.0,0.0,0.0,0.0,0.0,1.0
"collaborate with other teachers or administrators to develop, evaluate, or revise preschool programs.",0.0,0.0,0.0,0.0,0.0,1.0
collaborate with other writers on specific projects.,0.0,0.0,0.0,0.0,0.0,1.0
collaborate with others in the organization to ensure successful implementation of chosen problem solutions.,0.0,0.0,0.5897435897435898,0.0,0.0,0.4102564102564102
collaborate with others to design or implement interdisciplinary treatment programs.,0.0,0.0,0.52,0.0,0.0,0.48
collaborate with producers to diagnose and prevent management and production problems.,0.0,0.0,0.0,0.0,0.0,1.0
collaborate with representatives from other government and intelligence organizations to share information or coordinate intelligence activities.,0.0,0.4464285714285714,0.0,0.0,0.0,0.5535714285714286
collaborate with research workers in other disciplines.,0.0,0.0,0.0,0.0,0.5106382978723404,0.4893617021276595
"collaborate with sales teams to understand customer requirements, to promote the sale of company products, and to provide sales support.",0.0,0.0,0.0,0.0,0.0,1.0
"collaborate with scientists or engineers to design or conduct experiments for the development of nanotechnology materials, components, devices, or systems.",0.0,0.0,0.0,0.0,0.3636363636363636,0.6363636363636364
collaborate with search engine shopping specialists to place marketing content in desired online locations.,0.0,0.416,0.28,0.0,0.256,0.048
collaborate with senior managers and decision makers to identify and solve a variety of problems and to clarify management objectives.,0.0,0.1978021978021978,0.4285714285714285,0.0,0.1978021978021978,0.1758241758241758
collaborate with software developers in the development and modification of commercial bioinformatics software.,0.1020408163265306,0.1088435374149659,0.0,0.0,0.6258503401360545,0.1632653061224489
"collaborate with staff members to plan or develop programs of events, schedules of activities, or menus.",0.0,0.4054054054054054,0.4864864864864865,0.0,0.0,0.1081081081081081
"collaborate with students, parents, teachers, school administrators, or counselors to determine student needs, develop tutoring plans, or assess student progress.",0.0,0.0,0.0,0.0,0.0,1.0
"collaborate with system architects, software architects, design analysts, and others to understand business or industry requirements.",0.0870201096892138,0.1367458866544789,0.1396709323583181,0.0296160877513711,0.5349177330895796,0.0720292504570384
"collaborate with web, multimedia, or art design staffs to create multimedia web sites or other internet content that conforms to brand and company visual format.",0.0,0.334975369458128,0.3645320197044335,0.0,0.1871921182266009,0.1133004926108374
"collaborate with writers who create ideas, stories, or captions that are combined with artists' work.",0.0,0.3428571428571428,0.4,0.0,0.0,0.2571428571428571
collect and analyze biological data about relationships among and between organisms and their environment.,0.0,0.0,0.0,0.0,0.0,1.0
"collect and analyze data on customer demographics, preferences, needs, and buying habits to identify potential markets and factors affecting product demand.",0.064453125,0.369140625,0.361328125,0.0,0.173828125,0.03125
collect and analyze data to compare the environmental implications of economic policy or practice alternatives.,0.0,0.0,0.0,0.0,0.0,1.0
"collect and analyze data to evaluate the effectiveness of academic programs and other services, such as behavioral management systems.",0.0,0.375,0.3833333333333333,0.0,0.0,0.2416666666666666
"collect and analyze security data to determine security needs, security program goals, or program accomplishments.",0.0,0.3153153153153153,0.1621621621621621,0.0,0.4234234234234234,0.0990990990990991
"collect and analyze survey data, regulatory information, and data on demographic and employment trends to forecast enrollment patterns and curriculum change needs.",0.0,0.3018867924528302,0.3962264150943396,0.0,0.0,0.3018867924528302
"collect and analyze survey data, regulatory information, and demographic and employment trends to forecast enrollment patterns and the need for curriculum changes.",0.0,0.375,0.3611111111111111,0.0,0.0,0.2638888888888889
"collect and analyze web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost per click.",0.0,0.0,0.0,0.0,0.0,1.0
"collect and deposit money into accounts, disburse funds from cash accounts to pay bills or invoices, keep records of collections and disbursements, and ensure accounts are balanced.",0.0,0.4358974358974359,0.4102564102564102,0.0,0.0,0.1538461538461538
"collect and organize books, pamphlets, manuscripts, and other materials in specific fields, such as rare books, genealogy, or music.",0.0,0.6071428571428571,0.0,0.0,0.0,0.3928571428571428
"collect business intelligence data from available industry reports, public information, field reports, or purchased sources.",0.0,0.4712643678160919,0.3448275862068966,0.0,0.0,0.1839080459770115
"collect data about existing client hardware, software, networking, or key business processes to inform implementation of radio frequency identification device (rfid) technology.",0.0,0.0,0.0,0.0,0.0,1.0
"collect data relating to commercial or residential development, population, or power system interconnection to determine operating efficiency of electrical systems.",0.0,0.2758620689655172,0.2586206896551724,0.0,0.3793103448275862,0.0862068965517241
collect detailed information on individuals for use in biographies.,0.0,0.4651162790697674,0.0,0.0,0.4186046511627907,0.1162790697674418
"collect fees, commissions, or other payments, according to contract terms.",0.0,0.4,0.4,0.0,0.0,0.2
"collect information about clients through interviews, observation, or tests.",0.0,0.3454545454545454,0.0,0.0,0.2909090909090909,0.3636363636363636
"collect information about individuals or clients, using interviews, case histories, observational techniques, and other assessment methods.",0.0,0.0,0.0,0.0,0.5263157894736842,0.4736842105263157
"collect information and make judgments through observation, interviews, and review of documents.",0.0,0.0,0.0,0.0,0.5384615384615384,0.4615384615384615
collect or compile nanotechnology research or engineering data.,0.0,0.0,0.0,0.0,0.0,1.0
"collect samples of materials or products, checking them to ensure conformance to specifications or sending them to laboratories for analysis.",0.0,0.3703703703703703,0.0,0.0,0.4444444444444444,0.1851851851851851
"collect, analyze, and interpret data such as election results and public opinion surveys, reporting on findings, recommendations, and conclusions.",0.0,0.2231404958677686,0.1239669421487603,0.0,0.5661157024793388,0.0867768595041322
"collect, count, and disburse money, do basic bookkeeping, and complete banking transactions.",0.0,0.5625,0.0,0.0,0.0,0.4375
"collect, record, and maintain patient information, such as medical histories, reports, and examination results.",0.0,0.0,0.0,0.0,0.5084745762711864,0.4915254237288136
"collect, record, and maintain patient information, such as medical history, reports, and examination results.",0.0,0.0,0.0,0.0,0.4358974358974359,0.5641025641025641
"collect, synthesize, analyze, manage, and report environmental data, such as pollution emission measurements, atmospheric monitoring measurements, meteorological or mineralogical information, or soil or water samples.",0.0,0.0,0.2647058823529412,0.0,0.3529411764705882,0.3823529411764705
combine secondary data sources with keyword research to more accurately profile and satisfy user intent.,0.0,0.6458333333333334,0.0,0.0,0.0,0.3541666666666667
comfort and reassure patients.,0.0,0.0,0.0,0.0,0.0,1.0
"comment on music and other matters, such as weather or traffic conditions.",0.0,0.0,0.0,0.0,0.0,1.0
"communicate behavioral observations and student progress reports to students, parents, teachers, or administrators.",0.0,0.5058823529411764,0.3764705882352941,0.0,0.0,0.1176470588235294
"communicate client assessment findings and recommendations in oral, written, audio, video, or other forms.",0.0,0.293859649122807,0.3903508771929824,0.1842105263157894,0.1140350877192982,0.0175438596491228
"communicate examination results or diagnostic information to referring physicians, patients, or families.",0.0,0.148471615720524,0.0,0.0,0.777292576419214,0.074235807860262
communicate pathologic findings to surgeons or other physicians.,0.0,0.0,0.0,0.0,0.6216216216216216,0.3783783783783784
"communicate project information through presentations, technical reports or white papers.",0.0,0.0,0.7142857142857143,0.0,0.0,0.2857142857142857
"communicate research findings on various types of diseases to health practitioners, policy makers, and the public.",0.0,0.0,0.0,0.0,0.0,1.0
"communicate research or project results to other professionals or the public or teach related courses, seminars, or workshops.",0.0183246073298429,0.0575916230366492,0.0636998254799302,0.025305410122164,0.8106457242582897,0.0244328097731239
"communicate research results through conference presentations, scientific publications, or project reports.",0.0,0.1003717472118959,0.0855018587360594,0.0,0.7472118959107806,0.0669144981412639
"communicate scientific or technical information to the public, organizations, or internal audiences through oral briefings, written documents, workshops, conferences, training sessions, or public hearings.",0.0,0.3487394957983193,0.226890756302521,0.0,0.3361344537815126,0.088235294117647
"communicate security status, updates, and actual or potential problems, using established protocols.",0.0,0.0,0.0,0.0,0.2923076923076923,0.7076923076923077
"communicate students' progress to students, parents or teachers in written progress reports, in person, by phone, or by email.",0.0,0.5053763440860215,0.3817204301075269,0.0,0.0,0.1129032258064516
"communicate test results or technical information to patients, physicians, family members, or researchers.",0.0,0.3645833333333333,0.0,0.0,0.515625,0.1197916666666666
"communicate to faculty, students, or other users availability of, or changes to, distance learning courses or materials, programs, services, or applications.",0.0,0.6551724137931034,0.0,0.0,0.0,0.3448275862068966
communicate traffic and crossing rules and other information to students and adults.,0.0,0.6551724137931034,0.0,0.0,0.0,0.3448275862068966
"communicate with children's parents or guardians about daily activities, behaviors, and related issues.",0.0,0.4523809523809524,0.3452380952380952,0.0,0.0,0.2023809523809523
"communicate with clients to build rapport, acknowledge their progress, or reflect upon their reactions to musical experiences.",0.0,0.2564102564102564,0.0,0.0,0.1794871794871795,0.5641025641025641
"communicate with customers regarding orders, comments, and complaints.",0.0,0.45,0.0,0.0,0.0,0.55
"communicate with customers, competitors, suppliers, professional organizations, or others to stay abreast of industry or business trends.",0.0,0.0,0.0,0.0,0.5535714285714286,0.4464285714285714
"communicate with customers, employees, and other individuals to answer questions, disseminate or explain information, take orders, and address complaints.",0.0,0.1673913043478261,0.1739130434782608,0.0478260869565217,0.2934782608695652,0.3173913043478261
"communicate with dispatchers by radio, telephone, or computer to exchange information and receive requests for passenger service.",0.0,0.0,0.0,0.0,0.0,1.0
communicate with laboratories or investigators regarding laboratory findings.,0.0,0.0,0.0,0.0,0.5,0.5
communicate with other staff to resolve problems with individual students.,0.0,0.4210526315789473,0.3289473684210526,0.0,0.0,0.25
"communicate with readers, viewers, advertisers, or the general public via mail, email, or telephone.",0.0,0.3703703703703703,0.419753086419753,0.0,0.0,0.2098765432098765
communicate with regulatory agencies regarding compliance documentation or validation results.,0.0,0.0,0.0,0.0,0.0,1.0
"communicate with telecommunications vendors to obtain pricing and technical specifications for available hardware, software, or services.",0.0,0.0,0.0,0.0,0.5172413793103449,0.4827586206896552
"communicate with vendors to gather information about products, alert them to future needs, resolve problems, or address system maintenance issues.",0.0,0.0,0.0,0.0,0.0,1.0
compare a property with similar properties that have recently sold to determine its competitive market price.,0.0,0.0,0.0,0.0,0.0,1.0
compare findings from one site with archeological data from other sites to find similarities or differences.,0.0,0.0,0.0,0.0,0.0,1.0
compare instrument pitches with tuning tool pitches to tune instruments.,0.0,0.0,0.0,0.0,0.0,1.0
"compare prices, specifications, and delivery dates to determine the best bid among potential suppliers.",0.0,0.0,0.0,0.0,0.0,1.0
compile and analyze accounting records and other data to determine the financial resources required to implement a program.,0.0,0.0,0.4411764705882353,0.0,0.0,0.5588235294117647
compile and analyze data obtained from monitoring or diagnostic tests.,0.0810536980749746,0.3779128672745694,0.1256332320162107,0.0678824721377912,0.3120567375886525,0.0354609929078014
compile and evaluate hydrologic information to prepare navigational charts and maps and to predict atmospheric conditions.,0.0,0.296551724137931,0.1310344827586207,0.0,0.4689655172413793,0.1034482758620689
compile and format image data to increase its usefulness.,0.0,0.569620253164557,0.2531645569620253,0.0,0.0,0.1772151898734177
compile and interpret results of tests and analyses.,0.1181364392678868,0.324459234608985,0.1863560732113144,0.043261231281198,0.3061564059900166,0.021630615640599
compile and maintain patients' medical records to document condition and treatment and to provide data for research or cost control and care improvement efforts.,0.0,0.4285714285714285,0.3809523809523809,0.0,0.0,0.1904761904761904
compile and maintain regulatory documentation databases or systems.,0.0,0.0,0.0,0.0,0.0,1.0
"compile and prepare documentation related to production sequences, transportation, personnel schedules, or purchase, maintenance, or repair orders.",0.0,0.0,0.0,0.0,0.0,1.0
compile and prepare reports and documents pertaining to personnel activities.,0.0,0.0,0.0,0.0,0.0,1.0
"compile and record medical charts, reports, or correspondence, using typewriter or personal computer.",0.0,0.5620437956204379,0.3576642335766423,0.0,0.0,0.0802919708029197
"compile and study occupational, educational, and economic information to assist counselees in determining and carrying out vocational and educational objectives.",0.0,0.398876404494382,0.3876404494382022,0.0,0.1235955056179775,0.0898876404494382
"compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",0.0258143822987092,0.3712354025814382,0.3073140749846343,0.0153657037492317,0.2630608481868469,0.0172095881991395
compile bibliographies and prepare abstracts on subjects of interest to particular organizations or groups.,0.0,0.5269709543568465,0.2074688796680498,0.0,0.2323651452282157,0.0331950207468879
compile bibliographies of specialized materials for outside reading assignments.,0.0,0.4791666666666667,0.2743055555555556,0.0,0.1909722222222222,0.0555555555555555
"compile budget data and documents, based on estimated revenues and expenses and previous budgets.",0.0,0.4615384615384615,0.3846153846153846,0.0,0.0,0.1538461538461538
"compile cue words and phrases and cue announcers, cast members, and technicians during performances.",0.0,0.8709677419354839,0.0,0.0,0.0,0.1290322580645161
compile data and create statistical reports on library usage.,0.0,0.6486486486486487,0.0,0.0,0.0,0.3513513513513513
"compile data for use in activities such as gene expression profiling, genome annotation, and structural bioinformatics.",0.0,0.3137254901960784,0.3725490196078431,0.0,0.0,0.3137254901960784
"compile information about flights from flight plans, pilot reports, radar, or observations.",0.0,0.4153846153846154,0.0,0.0,0.3538461538461538,0.2307692307692307
compile information on content and context of information to be translated and on intended audience.,0.0,0.0,0.0,0.0,0.0,1.0
compile information on governmental incentive programs related to the installation of energy or water saving plumbing systems or devices.,0.0,0.3191489361702128,0.0,0.0,0.4042553191489361,0.2765957446808511
compile information or prepare reports on nanotechnology experiments or applications.,0.0,0.3975903614457831,0.3493975903614458,0.0,0.1927710843373494,0.0602409638554216
compile laboratory test data and perform appropriate analyses.,0.1578947368421052,0.3947368421052631,0.3333333333333333,0.0,0.0,0.1140350877192982
compile lists describing product or service offerings.,0.0,0.0,0.0,0.0,0.0,1.0
"compile lists of books, periodicals, articles, and audio-visual materials on particular subjects.",0.0,0.4561403508771929,0.2280701754385964,0.0,0.2736842105263158,0.0421052631578947
"compile medical care and census data for statistical reports on diseases treated, surgery performed, or use of hospital beds.",0.0,0.6956521739130435,0.0,0.0,0.0,0.3043478260869565
compile or develop materials to submit to granting or other funding organizations.,0.0,0.4085155350978136,0.5327963176064442,0.0,0.0172612197928653,0.0414269275028768
"compile reports, charts, or graphs that describe and interpret findings of analyses.",0.026604973973395,0.4291497975708502,0.2498554077501446,0.0347021399652978,0.2411798727588201,0.0185078079814921
"compile scripts, program notes, and other material related to productions.",0.0,0.4629629629629629,0.3024691358024691,0.0,0.1419753086419753,0.0925925925925925
"compile statistical, financial, accounting, or auditing reports and tables pertaining to such matters as cash receipts, expenditures, accounts payable and receivable, and profits and losses.",0.0,0.4714285714285714,0.2571428571428571,0.0,0.1285714285714285,0.1428571428571428
"compile terminology and information to be used in translations, including technical terms such as those for legal or medical material.",0.0,0.0,0.0,0.0,0.5892857142857143,0.4107142857142857
"compile, administer, and grade examinations or assign this work to others.",0.0,0.5974025974025974,0.0,0.2077922077922078,0.0,0.1948051948051948
"compile, administer, and grade examinations, or assign this work to others.",0.0,0.6058394160583942,0.1080291970802919,0.1664233576642335,0.0467153284671532,0.072992700729927
"compile, analyze, and report data to explain economic phenomena and forecast market trends, applying mathematical models and statistical techniques.",0.0428571428571428,0.2196428571428571,0.2125,0.0,0.4892857142857142,0.0357142857142857
"compile, log, or record testing or operational data for review and further analysis.",0.0,0.5317919075144508,0.1734104046242774,0.0,0.1734104046242774,0.1213872832369942
"compile, record, and code results or data from interview or survey, using computer or specified form.",0.0596026490066225,0.6103752759381899,0.1920529801324503,0.0298013245033112,0.0849889624724061,0.0231788079470198
"compile, record, and evaluate personal and financial data to verify completeness and accuracy, and to determine eligibility status.",0.0,0.0,0.0,0.0,0.0,1.0
"compile, sort and verify the accuracy of data before it is entered.",0.0,0.0,0.0,0.0,0.0,1.0
"complete administrative tasks, such as entering orders into computer, answering telephone calls, or maintaining medical or facility information.",0.0,0.0,0.0,0.0,0.0,1.0
"complete and maintain accurate records or reports regarding the patients' histories and progress, services provided, or other required information.",0.0,0.0,0.0,0.0,0.0,1.0
complete customs paperwork.,0.0,0.0,0.0,0.0,0.0,1.0
complete form letters in response to requests or problems identified by correspondence.,0.0,0.4591439688715953,0.3696498054474708,0.0,0.0583657587548638,0.11284046692607
complete insurance or other claim forms.,0.0,0.5660377358490566,0.3584905660377358,0.0,0.0,0.0754716981132075
"complete loan applications, including credit analyses and summaries of loan requests, and submit to loan committees for approval.",0.0,0.0,0.0,0.0,0.0,1.0
"complete models and simulations, using manual or automated tools, to analyze or predict system performance under different operating conditions.",0.2052761747732893,0.2423742786479802,0.1747732893652102,0.0280296784830997,0.3231657048639736,0.0263808738664468
"complete work schedules, manage calendars, and arrange appointments.",0.0,0.0,0.0,0.0,0.0,1.0
comply with traffic regulations to operate vehicles in a safe and courteous manner.,0.0,0.0,0.0,0.0,0.0,1.0
compose and edit scripts or provide screenwriters with story outlines from which scripts can be written.,0.0,0.5260545905707196,0.3598014888337469,0.0,0.0,0.1141439205955335
"compose and frame each shot, applying the technical aspects of light, lenses, film, filters, and camera settings to achieve the effects sought by directors.",0.0,0.5142857142857142,0.0,0.0,0.0,0.4857142857142857
"compose business correspondence for supervisors, managers, and professionals.",0.0,0.3728813559322034,0.5322033898305085,0.0677966101694915,0.0,0.0271186440677966
compose correspondence requesting medical information and records.,0.0,0.4193548387096774,0.5161290322580645,0.0,0.0,0.064516129032258
"compose descriptions of merchandise for posting to online storefront, auction sites, or other shopping web sites.",0.0,0.7213114754098361,0.1868852459016393,0.0,0.0524590163934426,0.0393442622950819
compose explanatory summaries of contents of books and other reference materials.,0.0,0.5424528301886793,0.3528301886792452,0.0160377358490566,0.0613207547169811,0.0273584905660377
"compose images of products, using video or still cameras, lighting equipment, props, or photo or video editing software.",0.0,0.553125,0.35625,0.0,0.0,0.090625
"compose letters in reply to correspondence concerning such items as requests for merchandise, damage claims, credit information requests, delinquent accounts, incorrect billing, or unsatisfactory service.",0.0184834123222748,0.4398104265402843,0.4587677725118483,0.0691943127962085,0.0113744075829383,0.0023696682464454
"compose original music such as popular songs, symphonies, or sonatas.",0.0,0.5118483412322274,0.3696682464454976,0.0,0.0,0.1184834123222748
compose songs or create vocal arrangements.,0.0,0.4645161290322581,0.432258064516129,0.0,0.0,0.1032258064516129
"compose, type, and distribute meeting notes, routine correspondence, or reports, such as presentations or expense, statistical, or monthly reports.",0.0,0.4107142857142857,0.5714285714285714,0.0,0.0,0.0178571428571428
"compound and dispense medications as prescribed by doctors and dentists, by calculating, weighing, measuring, and mixing ingredients, or oversee these activities.",0.0,0.1666666666666666,0.0,0.0,0.6916666666666667,0.1416666666666666
"compound, package, and label pharmaceutical products, under direction of pharmacist.",0.0,0.0,0.0,0.0,0.0,1.0
"compute and analyze data, using statistical formulas and computers or calculators.",0.1235784685367702,0.33434420015163,0.1993934799090219,0.0561031084154662,0.2517058377558757,0.0348749052312357
"compute and verify totals on report forms, requisitions, or bills, using adding machine or calculator.",0.0,0.0,0.0,0.0,0.0,1.0
compute costs of labor and materials in order to determine production costs of products and articles.,0.0,0.4387351778656126,0.2055335968379446,0.0,0.233201581027668,0.1225296442687747
"compute customer's installation or production costs and estimate savings from new services, products, or equipment.",0.0,0.2884615384615384,0.0,0.0,0.3653846153846153,0.3461538461538461
"compute data such as gear dimensions and machine settings, applying knowledge of shop mathematics.",0.081190798376184,0.3991880920162381,0.1299052774018944,0.0581867388362652,0.2895805142083897,0.0419485791610284
"compute dimensions, areas, volumes, and weights.",0.0868055555555555,0.4461805555555556,0.1124131944444444,0.0399305555555555,0.2756076388888889,0.0390625
"compute estimates and actual costs of factors such as materials, labor, or outside contractors.",0.0,0.0,0.0,0.0,0.0,1.0
"compute figures such as balances, totals, or commissions.",0.0,0.7086956521739131,0.1260869565217391,0.0,0.0,0.1652173913043478
